school_id,name,minutes,half_width_m,pop_reachable,pop_straightline,pop_reach_ratio
genova_0201,Asilo Nido Comunale Girotondo,5,40.0,715.3219998335838,1377.7535939981044,0.5191944357465186
genova_0202,La Soffitta dei Sogni,5,40.0,370.52464784622197,1008.1083606380224,0.36754446477531477
genova_0203,Asilo Nido Erba Voglio,5,40.0,382.9520946887135,2379.0475118392706,0.1609686619468346
genova_0204,Umberto e Margherita nido e scuola dell'infanzia,5,40.0,3391.1571717643747,7233.656660963893,0.4688026168099191
genova_0205,Scuola infanzia Villa Ronco,5,40.0,3410.9116191530225,11409.9599635087,0.2989415940162621
genova_0206,Scuola materna statale Il piccolo principe,5,40.0,3339.052857198715,8259.489149965942,0.4042686898150939
genova_0207,Scuola Materna Il Pratone,5,40.0,909.2935500523447,2341.985597549081,0.38825753284048053
genova_0208,Istituto Comprensivo Centro Storico,5,40.0,1521.8946431064605,5547.812651557922,0.2743233664675187
genova_0209,Scuola Elementare Anna Frank,5,40.0,2200.597503544688,8848.504234842509,0.24869711819535065
genova_0210,Scuola Primaria Guglielmo Marconi,5,40.0,2916.8541950440404,6384.5967741274835,0.4568580128449312
genova_0211,"Istituto Secondario Superiore Statale ""Edoardo Firpo - Michelangelo Buonarroti""",5,40.0,1112.763804578781,9471.358288345338,0.11748724635916848
genova_0212,Istituto Odero,5,40.0,1956.8309675979615,6036.884279132355,0.3241458469499112
genova_0213,Scuola Primaria Giosué Carducci,5,40.0,618.9442753791809,6773.799190457315,0.09137328373287584
genova_0214,"Scuola Primaria ""Gianni Rodari""",5,40.0,2042.1797159576413,7167.294593296052,0.2849303442707377
genova_0215,Istituto Scolastico Vittorino Bernini,5,40.0,1346.806115846634,4000.4132028007507,0.33666675105054505
genova_0216,Padiglione E,5,40.0,721.7253416445851,3973.300070986301,0.18164380458318358
genova_0217,Scuola elementare San Giacomo,5,40.0,567.9369485783577,1694.7139999401384,0.3351225921296565
genova_0218,Scuola primaria Pino,5,40.0,408.60512307763105,1259.9354778133984,0.3243063873292622
genova_0219,Scuola elementare di Stato Montesignano,5,40.0,1477.291124897003,2816.9859212621486,0.5244226155859181
genova_0220,Istituto Comprensivo Bolzaneto,5,40.0,1657.0350256609918,4525.578437019289,0.36614878047553534
genova_0221,Scuola Elementare Statale Cesare Battisti,5,40.0,3326.1691291713714,8503.720536693036,0.39114280800023404
genova_0222,Plesso Gabriello Chiabrera,5,40.0,1552.578144479096,4462.552086282289,0.3479126101971248
genova_0223,Scuola Elementare di Stato Ettore Vernazza,5,40.0,1193.6441353130342,3967.4009586477277,0.30086299513318737
genova_0224,Scuola Elementare Gerolamo da Passano,5,40.0,2140.261564540863,8719.425948129445,0.24545899893788395
genova_0225,Scuole Elementari di Stato Armando Diaz,5,40.0,1911.0878248596193,7764.4658397221565,0.2461325562259162
genova_0226,Scuola infanzia Garbarino,5,40.0,984.3994847869873,6345.817996920627,0.1551257040880588
genova_0227,Istituto di Istruzione Superiore Aldo Gastaldi - Giuseppe Cesare Abba,5,40.0,1868.0012739181518,4663.576186272744,0.40055125065108216
genova_0228,,5,40.0,1968.2565350723269,5873.901108696536,0.33508506504446384
genova_0229,"Istituto comprensivo Quezzi ""Gilberto Govi""",5,40.0,2387.1007342624666,5091.361029619575,0.4688531652686257
genova_0230,Istituto Comprensivo Molassana,5,40.0,1706.9911195182801,3743.213630143404,0.45602289588074746
genova_0231,Asilo Infantile Lorenzo Stallo,5,40.0,2553.379735734463,4863.415126714706,0.525017846350143
genova_0232,Scuola Elementare Giovanni da Verrazzano,5,40.0,824.9481378827988,2341.452247952074,0.35232328082041003
genova_0233,,5,40.0,2695.967889251709,5357.407682040632,0.5032224630373504
genova_0234,Il Sole del Mirto,5,40.0,2484.817159366608,8145.057384364008,0.30507055286518775
genova_0235,Istituto Opera Pia Causa,5,40.0,753.238415107727,4415.9721293330185,0.17057136980198626
genova_0236,Scuola Elementare A. G. Barrili,5,40.0,3064.2385876083376,7697.365926418306,0.3980892446715433
genova_0237,Scuola Primaria Vittorio Alfieri,5,40.0,1327.2137027078866,2172.1016357087715,0.6110274403779489
genova_0238,Scuola Elementare di Stato Giovanni Daneo,5,40.0,4036.8985012245175,8845.471327552794,0.4563802596533173
genova_0239,Scuola primaria Maria Mazzini,5,40.0,2056.2115296936036,8168.938714475632,0.2517109751417192
genova_0240,Scuola primaria Villa Banfi,5,40.0,863.7314121627808,3652.370365934614,0.23648516596748767
genova_0241,Asilo Nido comunale Il Veliero,5,40.0,2182.651156368255,7023.910680214018,0.31074585878728034
genova_0242,Asilo nido Lo Smeraldo,5,40.0,693.7607230949402,4129.134973638058,0.16801599548674678
genova_0243,Istituto Paritario Santa Maria Ad Nives,5,40.0,702.4700610354545,3421.8497250108794,0.20528957069651008
genova_0244,ITIS Italo Calvino,5,40.0,1188.4924987983704,7479.657829591036,0.15889664017736937
genova_0245,Scuola comprensiva di Via Mogadiscio,5,40.0,362.52152737617484,1606.9463785324956,0.22559653030068044
genova_0246,,5,40.0,2371.506419696808,4463.228878308535,0.5313432235623006
genova_0247,Bixio Granarolo,5,40.0,2664.7894994735716,8977.455664253235,0.29683126256856146
genova_0248,Scuola primaria Teglia,5,40.0,1452.4590698611737,2316.3311041855814,0.6270515761915895
genova_0249,Asilo Nido Villa Letizia,5,40.0,1642.212370824814,3968.3684920656215,0.41382557444155266
genova_0250,Scuola Elementare di Stato Ludovico Ariosto,5,40.0,4739.9430803680425,8084.624686136823,0.5862910480551928
genova_0251,Istituto di Istruzione Superiore Aldo Gastaldi - Giuseppe Cesare Abba,5,40.0,1544.4881093573572,2546.823965113163,0.6064369310615981
genova_0252,Scuola materna Villa Banfi,5,40.0,1231.6176923656465,3657.15214112306,0.33676960783683285
